START_CHANNELS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHANNEL,FIXTURE_TYPE,MANUFACTURER,FIXTURE_DCID,SOURCE_DCID,PATCH_DCID,ADDRESS,LABEL,PROPORTION,CURVE,GEL,NOTES,TEXT1,TEXT2,TEXT3,TEXT4,TEXT5,TEXT6,TEXT7,TEXT8,TEXT9,TEXT10,LOCATION_X,LOCATION_Y,LOCATION_Z,ORIENTATION_X,ORIENTATION_Y,ORIENTATION_Z,PROCESSOR,,,,,,,,
1,Sharpy_Standard,Clay_Paky,,,,,Claypaky Sharpy #01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sharpy_Standard,Clay_Paky,,,,,Claypaky Sharpy #02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sharpy_Standard,Clay_Paky,,,,,Claypaky Sharpy #03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sharpy_Standard,Clay_Paky,,,,,Claypaky Sharpy #04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sharpy_Standard,Clay_Paky,,,,,Claypaky Sharpy #05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sharpy_Standard,Clay_Paky,,,,,Claypaky Sharpy #06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Sharpy_Standard,Clay_Paky,,,,,Claypaky Sharpy #07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Sharpy_Standard,Clay_Paky,,,,,Claypaky Sharpy #08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Sharpy_Standard,Clay_Paky,,,,,Claypaky Sharpy #09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Sharpy_Standard,Clay_Paky,,,,,Claypaky Sharpy #10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,MegaPointe_Standard,Robe,,,,,Robe MegaPointe #01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,MegaPointe_Standard,Robe,,,,,Robe MegaPointe #02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,MegaPointe_Standard,Robe,,,,,Robe MegaPointe #03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MegaPointe_Standard,Robe,,,,,Robe MegaPointe #04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,MegaPointe_Standard,Robe,,,,,Robe MegaPointe #05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,MegaPointe_Standard,Robe,,,,,Robe MegaPointe #06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,MegaPointe_Standard,Robe,,,,,Robe MegaPointe #07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,MegaPointe_Standard,Robe,,,,,Robe MegaPointe #08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,MegaPointe_Standard,Robe,,,,,Robe MegaPointe #09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,MegaPointe_Standard,Robe,,,,,Robe MegaPointe #10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Spiider_Standard,Robe,,,,,Robe Spiider #01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Spiider_Standard,Robe,,,,,Robe Spiider #02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Spiider_Standard,Robe,,,,,Robe Spiider #03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Spiider_Standard,Robe,,,,,Robe Spiider #04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Spiider_Standard,Robe,,,,,Robe Spiider #05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Spiider_Standard,Robe,,,,,Robe Spiider #06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Spiider_Standard,Robe,,,,,Robe Spiider #07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Spiider_Standard,Robe,,,,,Robe Spiider #08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Spiider_Standard,Robe,,,,,Robe Spiider #09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Spiider_Standard,Robe,,,,,Robe Spiider #10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Proteus_Maximus_Standard,Elation,,,,,Elation Proteus Maximus IP65 #01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Proteus_Maximus_Standard,Elation,,,,,Elation Proteus Maximus IP65 #02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Proteus_Maximus_Standard,Elation,,,,,Elation Proteus Maximus IP65 #03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Proteus_Maximus_Standard,Elation,,,,,Elation Proteus Maximus IP65 #04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Proteus_Maximus_Standard,Elation,,,,,Elation Proteus Maximus IP65 #05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Proteus_Maximus_Standard,Elation,,,,,Elation Proteus Maximus IP65 #06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Proteus_Maximus_Standard,Elation,,,,,Elation Proteus Maximus IP65 #07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Proteus_Maximus_Standard,Elation,,,,,Elation Proteus Maximus IP65 #08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Proteus_Maximus_Standard,Elation,,,,,Elation Proteus Maximus IP65 #09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Proteus_Maximus_Standard,Elation,,,,,Elation Proteus Maximus IP65 #10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Proteus_Hybrid_Standard,Elation,,,,,Elation Proteus Hybrid IP65 #01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Proteus_Hybrid_Standard,Elation,,,,,Elation Proteus Hybrid IP65 #02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Proteus_Hybrid_Standard,Elation,,,,,Elation Proteus Hybrid IP65 #03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Proteus_Hybrid_Standard,Elation,,,,,Elation Proteus Hybrid IP65 #04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Proteus_Hybrid_Standard,Elation,,,,,Elation Proteus Hybrid IP65 #05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Proteus_Hybrid_Standard,Elation,,,,,Elation Proteus Hybrid IP65 #06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Proteus_Hybrid_Standard,Elation,,,,,Elation Proteus Hybrid IP65 #07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Proteus_Hybrid_Standard,Elation,,,,,Elation Proteus Hybrid IP65 #08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Proteus_Hybrid_Standard,Elation,,,,,Elation Proteus Hybrid IP65 #09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Proteus_Hybrid_Standard,Elation,,,,,Elation Proteus Hybrid IP65 #10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,ColorSource_Spot_V_Direct,ETC,,,,,ETC ColorSource Spot V #01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,ColorSource_Spot_V_Direct,ETC,,,,,ETC ColorSource Spot V #02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,ColorSource_Spot_V_Direct,ETC,,,,,ETC ColorSource Spot V #03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,ColorSource_Spot_V_Direct,ETC,,,,,ETC ColorSource Spot V #04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,ColorSource_Spot_V_Direct,ETC,,,,,ETC ColorSource Spot V #05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,ColorSource_Spot_V_Direct,ETC,,,,,ETC ColorSource Spot V #06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,ColorSource_Spot_V_Direct,ETC,,,,,ETC ColorSource Spot V #07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,ColorSource_Spot_V_Direct,ETC,,,,,ETC ColorSource Spot V #08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,ColorSource_Spot_V_Direct,ETC,,,,,ETC ColorSource Spot V #09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,ColorSource_Spot_V_Direct,ETC,,,,,ETC ColorSource Spot V #10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Source_Four_LED_Series_3_Lustr_X8,ETC,,,,,ETC Source Four Series 3 #01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Source_Four_LED_Series_3_Lustr_X8,ETC,,,,,ETC Source Four Series 3 #02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Source_Four_LED_Series_3_Lustr_X8,ETC,,,,,ETC Source Four Series 3 #03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Source_Four_LED_Series_3_Lustr_X8,ETC,,,,,ETC Source Four Series 3 #04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Source_Four_LED_Series_3_Lustr_X8,ETC,,,,,ETC Source Four Series 3 #05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Source_Four_LED_Series_3_Lustr_X8,ETC,,,,,ETC Source Four Series 3 #06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Source_Four_LED_Series_3_Lustr_X8,ETC,,,,,ETC Source Four Series 3 #07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Source_Four_LED_Series_3_Lustr_X8,ETC,,,,,ETC Source Four Series 3 #08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Source_Four_LED_Series_3_Lustr_X8,ETC,,,,,ETC Source Four Series 3 #09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Source_Four_LED_Series_3_Lustr_X8,ETC,,,,,ETC Source Four Series 3 #10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,HY_B-Eye_K15_Standard,Clay_Paky,,,,,Claypaky HY B-Eye K15 #01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,HY_B-Eye_K15_Standard,Clay_Paky,,,,,Claypaky HY B-Eye K15 #02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,HY_B-Eye_K15_Standard,Clay_Paky,,,,,Claypaky HY B-Eye K15 #03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HY_B-Eye_K15_Standard,Clay_Paky,,,,,Claypaky HY B-Eye K15 #04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,HY_B-Eye_K15_Standard,Clay_Paky,,,,,Claypaky HY B-Eye K15 #05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,HY_B-Eye_K15_Standard,Clay_Paky,,,,,Claypaky HY B-Eye K15 #06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,HY_B-Eye_K15_Standard,Clay_Paky,,,,,Claypaky HY B-Eye K15 #07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,HY_B-Eye_K15_Standard,Clay_Paky,,,,,Claypaky HY B-Eye K15 #08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,HY_B-Eye_K15_Standard,Clay_Paky,,,,,Claypaky HY B-Eye K15 #09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,HY_B-Eye_K15_Standard,Clay_Paky,,,,,Claypaky HY B-Eye K15 #10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,VL1600_Profile_Standard,Vari*Lite,,,,,Vari-Lite VL1600 Profile #01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,VL1600_Profile_Standard,Vari*Lite,,,,,Vari-Lite VL1600 Profile #02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,VL1600_Profile_Standard,Vari*Lite,,,,,Vari-Lite VL1600 Profile #03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,VL1600_Profile_Standard,Vari*Lite,,,,,Vari-Lite VL1600 Profile #04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,VL1600_Profile_Standard,Vari*Lite,,,,,Vari-Lite VL1600 Profile #05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,VL1600_Profile_Standard,Vari*Lite,,,,,Vari-Lite VL1600 Profile #06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,VL1600_Profile_Standard,Vari*Lite,,,,,Vari-Lite VL1600 Profile #07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,VL1600_Profile_Standard,Vari*Lite,,,,,Vari-Lite VL1600 Profile #08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,VL1600_Profile_Standard,Vari*Lite,,,,,Vari-Lite VL1600 Profile #09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,VL1600_Profile_Standard,Vari*Lite,,,,,Vari-Lite VL1600 Profile #10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Arolla_Aqua_LT_Standard,Clay_Paky,,,,,Claypaky Arolla Aqua LT IP66 #01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Arolla_Aqua_LT_Standard,Clay_Paky,,,,,Claypaky Arolla Aqua LT IP66 #02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Arolla_Aqua_LT_Standard,Clay_Paky,,,,,Claypaky Arolla Aqua LT IP66 #03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Arolla_Aqua_LT_Standard,Clay_Paky,,,,,Claypaky Arolla Aqua LT IP66 #04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Arolla_Aqua_LT_Standard,Clay_Paky,,,,,Claypaky Arolla Aqua LT IP66 #05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Arolla_Aqua_LT_Standard,Clay_Paky,,,,,Claypaky Arolla Aqua LT IP66 #06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Arolla_Aqua_LT_Standard,Clay_Paky,,,,,Claypaky Arolla Aqua LT IP66 #07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Arolla_Aqua_LT_Standard,Clay_Paky,,,,,Claypaky Arolla Aqua LT IP66 #08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Arolla_Aqua_LT_Standard,Clay_Paky,,,,,Claypaky Arolla Aqua LT IP66 #09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Arolla_Aqua_LT_Standard,Clay_Paky,,,,,Claypaky Arolla Aqua LT IP66 #10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Sinfonya_Profile_Standard,Clay_Paky,,,,,Claypaky Sinfonya Profile #01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Sinfonya_Profile_Standard,Clay_Paky,,,,,Claypaky Sinfonya Profile #02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Sinfonya_Profile_Standard,Clay_Paky,,,,,Claypaky Sinfonya Profile #03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Sinfonya_Profile_Standard,Clay_Paky,,,,,Claypaky Sinfonya Profile #04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Sinfonya_Profile_Standard,Clay_Paky,,,,,Claypaky Sinfonya Profile #05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Sinfonya_Profile_Standard,Clay_Paky,,,,,Claypaky Sinfonya Profile #06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Sinfonya_Profile_Standard,Clay_Paky,,,,,Claypaky Sinfonya Profile #07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Sinfonya_Profile_Standard,Clay_Paky,,,,,Claypaky Sinfonya Profile #08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Sinfonya_Profile_Standard,Clay_Paky,,,,,Claypaky Sinfonya Profile #09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Sinfonya_Profile_Standard,Clay_Paky,,,,,Claypaky Sinfonya Profile #10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,VL3600_Profile_IP_Standard,Vari*Lite,,,,,Vari-Lite VL3600 Profile IP #01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,VL3600_Profile_IP_Standard,Vari*Lite,,,,,Vari-Lite VL3600 Profile IP #02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,VL3600_Profile_IP_Standard,Vari*Lite,,,,,Vari-Lite VL3600 Profile IP #03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,VL3600_Profile_IP_Standard,Vari*Lite,,,,,Vari-Lite VL3600 Profile IP #04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,VL3600_Profile_IP_Standard,Vari*Lite,,,,,Vari-Lite VL3600 Profile IP #05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,VL3600_Profile_IP_Standard,Vari*Lite,,,,,Vari-Lite VL3600 Profile IP #06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,VL3600_Profile_IP_Standard,Vari*Lite,,,,,Vari-Lite VL3600 Profile IP #07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,VL3600_Profile_IP_Standard,Vari*Lite,,,,,Vari-Lite VL3600 Profile IP #08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,VL3600_Profile_IP_Standard,Vari*Lite,,,,,Vari-Lite VL3600 Profile IP #09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,VL3600_Profile_IP_Standard,Vari*Lite,,,,,Vari-Lite VL3600 Profile IP #10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
END_CHANNELS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
